iter	Logloss
552	0.03041113723
553	0.03032469749
554	0.03023786328
555	0.03018000343
556	0.03011083603
557	0.03005996184
558	0.02999670722
559	0.02994175824
560	0.02990058552
561	0.02981497158
562	0.02975801988
563	0.0296736197
564	0.02960948944
565	0.02952446287
566	0.02944495028
567	0.02938284007
568	0.02929841822
569	0.02923250632
570	0.02918397513
571	0.02910984213
572	0.02908041911
573	0.02904219194
574	0.02897140113
575	0.02892555757
576	0.02889399095
577	0.02886357958
578	0.02879577984
579	0.02872301232
580	0.02867300727
581	0.02862083045
582	0.0285550681
583	0.02853629372
584	0.02845241156
585	0.02843278538
586	0.02838996324
587	0.02831392071
588	0.02826224891
589	0.02818623023
590	0.02813324712
591	0.02809321664
592	0.02804252451
593	0.02801390128
594	0.02797291712
595	0.02791964574
596	0.02787955024
597	0.02784395218
598	0.02777413238
599	0.02772633596
600	0.02765160691
601	0.02759651054
602	0.02754742666
603	0.02749663266
604	0.02745821259
605	0.02738340985
606	0.02732751369
607	0.02727957639
608	0.02724005092
609	0.02716644677
610	0.02715110129
611	0.02712035396
612	0.02705755234
613	0.02702532898
614	0.02696702264
615	0.02692461881
616	0.02687099413
617	0.02683742913
618	0.0267735633
619	0.0267169649
620	0.02667513977
621	0.02663054033
622	0.02657599883
623	0.02656208602
624	0.0265141964
625	0.02648576823
626	0.02647059181
627	0.02641251304
628	0.02637293989
629	0.02633500749
630	0.02626543045
631	0.02623766552
632	0.02617437406
633	0.02614609545
634	0.02613191821
635	0.02608733177
636	0.02602550116
637	0.02599795948
638	0.02596951831
639	0.02591033849
640	0.02586918744
641	0.02585005543
642	0.02580602386
643	0.02577481703
644	0.02574008595
645	0.02569906712
646	0.02562346675
647	0.02558431625
648	0.02553503513
649	0.02546385418
650	0.0254061027
651	0.02538691434
652	0.02531538877
653	0.02522788915
654	0.02516932054
655	0.02512868968
656	0.02507204576
657	0.0250338316
658	0.02497261438
659	0.02493541674
660	0.02487206026
661	0.02482159571
662	0.02478728078
663	0.02474954995
664	0.02471516132
665	0.02465445779
666	0.02458679893
667	0.02455023419
668	0.02450238141
669	0.02444764918
670	0.02440873493
671	0.0243690339
672	0.02434297692
673	0.02430800091
674	0.02428338311
675	0.0242295677
676	0.02420516014
677	0.02413904233
678	0.02409065853
679	0.02405774377
680	0.02401720827
681	0.02398425016
682	0.02393560843
683	0.02389170473
684	0.02384441549
685	0.02379202409
686	0.02373714881
687	0.02368492647
688	0.02363686995
689	0.02358402339
690	0.02354207039
691	0.02349447337
692	0.02344906547
693	0.0234347105
694	0.02340998433
695	0.02335083268
696	0.02331768816
697	0.02329052362
698	0.02323128527
699	0.02316744544
700	0.02311840708
701	0.02305876125
702	0.0229985714
703	0.02294472781
704	0.02289532315
705	0.02285380147
706	0.02280796441
707	0.02276372476
708	0.02272783409
709	0.02268243703
710	0.02264090451
711	0.02261138829
712	0.0225610538
713	0.02252311273
714	0.02248137214
715	0.02243735357
716	0.022398953
717	0.022338813
718	0.02229947177
719	0.02227078351
720	0.02222785083
721	0.02217269377
722	0.02213823579
723	0.02211412083
724	0.02206099684
725	0.02200548866
726	0.02196341645
727	0.02192274224
728	0.0219106154
729	0.02186224677
730	0.02181957418
731	0.02180281119
732	0.02178256078
733	0.02174745473
734	0.02171764374
735	0.02168520797
736	0.02164943868
737	0.0216341994
738	0.02160152522
739	0.02157363892
740	0.0215302554
741	0.02149024877
742	0.02147526308
743	0.02143416838
744	0.0213947708
745	0.02134745554
746	0.02130015547
747	0.0212476687
748	0.02121683684
749	0.02118743983
750	0.02112766613
751	0.0210924452
752	0.0210439682
753	0.02102793347
754	0.02099939043
755	0.02096905275
756	0.02094050104
757	0.02091647061
758	0.02089174878
759	0.02083794204
760	0.02080159404
761	0.02074781548
762	0.02070818164
763	0.02068433328
764	0.02063712423
765	0.02062735991
766	0.02059449716
767	0.02055120035
768	0.02051675103
769	0.02048397064
770	0.02044734521
771	0.02039195841
772	0.02037845525
773	0.02034986236
774	0.02032579725
775	0.02029565464
776	0.02025169676
777	0.02023231766
778	0.02018960172
779	0.02016608498
780	0.0201312542
781	0.02010306662
782	0.02007604729
783	0.02003160173
784	0.0200052153
785	0.01997926885
786	0.01995006908
787	0.01990424936
788	0.01987366026
789	0.01984828169
790	0.01982235042
791	0.01979898106
792	0.01975642985
793	0.01972592527
794	0.01969087341
795	0.01966631629
796	0.01963683042
797	0.01960870136
798	0.01958448237
799	0.01955228936
800	0.01952430118
801	0.01948789683
802	0.01944590915
803	0.01940628832
804	0.01937725327
805	0.01934537021
806	0.01930515333
807	0.0192648931
808	0.01924228668
809	0.01921664802
810	0.01919318546
811	0.019156469
812	0.01911033717
813	0.01907299215
814	0.0190378861
815	0.01900404583
816	0.01897097067
817	0.01893426722
818	0.01889798424
819	0.01887592402
820	0.01884532625
821	0.01882180084
822	0.01877632141
823	0.01875069358
824	0.01870957288
825	0.01865913001
826	0.01861745444
827	0.01858889406
828	0.01854370291
829	0.01851139936
830	0.01847819848
831	0.01845133305
832	0.01840737083
833	0.01836676381
834	0.01833999157
835	0.01831202724
836	0.018300646
837	0.01826503277
838	0.01823625348
839	0.01819902767
840	0.01817248518
841	0.01814609766
842	0.01813974922
843	0.0181146134
844	0.01809037815
845	0.01806337725
846	0.01805263433
847	0.01801839308
848	0.01797602068
849	0.01792322506
850	0.01790549755
851	0.01786749905
852	0.01784384793
853	0.01780721816
854	0.0177709341
855	0.01774892157
856	0.0177248608
857	0.01767502698
858	0.01765050563
859	0.01761976697
860	0.01759496819
861	0.01757102013
862	0.01753919016
863	0.01751802943
864	0.01747986403
865	0.01745781573
866	0.01742898659
867	0.01738971797
868	0.01736758731
869	0.01735834208
870	0.01732356548
871	0.01728858948
872	0.017276312
873	0.01725543846
874	0.01722577377
875	0.01718677607
876	0.01715466868
877	0.01711517031
878	0.01709145958
879	0.01706812382
880	0.01703432582
881	0.01699167707
882	0.01695017598
883	0.01691734466
884	0.01689574285
885	0.01685072725
886	0.01681233319
887	0.01678280072
888	0.01675007127
889	0.01672801971
890	0.01668936448
891	0.01664853529
892	0.01662288579
893	0.01658392061
894	0.01654566201
895	0.01652474512
896	0.01649467186
897	0.0164721554
898	0.01644437313
899	0.01642104062
900	0.01638568315
901	0.01636271152
902	0.0163387667
903	0.01630429788
904	0.01628214012
905	0.0162592346
906	0.01623590643
907	0.01622355201
908	0.0162149516
909	0.01618145488
910	0.01616066044
911	0.01612863541
912	0.01610203006
913	0.01608086933
914	0.01605864113
915	0.01602678624
916	0.01601061604
917	0.01599168777
918	0.0159696774
919	0.01593618393
920	0.01591593352
921	0.01589039131
922	0.01586478298
923	0.01582760811
924	0.01580109813
925	0.01576933102
926	0.01574243199
927	0.01572248936
928	0.01570644812
929	0.01569166834
930	0.015671134
931	0.0156526067
932	0.01563198566
933	0.0156148282
934	0.01558027267
935	0.01555652835
936	0.01552944725
937	0.0155010982
938	0.01547390764
939	0.01546037631
940	0.01542182727
941	0.01540342244
942	0.01537071358
943	0.01533794186
944	0.01530523083
945	0.01527049325
946	0.01525702693
947	0.01523682638
948	0.01520422589
949	0.01517012336
950	0.01514905366
951	0.01512399912
952	0.01510153034
953	0.01508336717
954	0.01506431645
955	0.01504737681
956	0.01501779556
957	0.01499344327
958	0.0149715792
959	0.01495429386
960	0.01492800929
961	0.0148967071
962	0.01487740387
963	0.01486022039
964	0.01482697509
965	0.01480822346
966	0.01477924585
967	0.01475737745
968	0.01473473202
969	0.01471112533
970	0.01468919949
971	0.01466787728
972	0.01464552446
973	0.01462141059
974	0.01459477598
975	0.01457785368
976	0.01454849677
977	0.01451782855
978	0.01451011571
979	0.01448809017
980	0.01446665309
981	0.01444689144
982	0.01441347057
983	0.01438868804
984	0.01436510845
985	0.01434591358
986	0.0143170075
987	0.01429714398
988	0.01426368302
989	0.01424617334
990	0.01423205679
991	0.01421388821
992	0.01420185674
993	0.0141885324
994	0.01416615248
995	0.01413805593
996	0.0141185793
997	0.01410764564
998	0.01409001892
999	0.01406130791
